,Locality_ID,city_name
1091,9600,QIRYAT YAM
1092,1137,QIRYAT YE'ARIM
1093,2039,QIRYAT YE'ARIM(INSTI
1094,8200,QIRYAT MOTZKIN
1095,1034,QIRYAT MAL'AKHI
1096,3746,QIRYAT NETAFIM
1097,78,QIRYAT ANAVIM
1098,469,QIRYAT EQRON
1099,412,QIRYAT SHELOMO
1100,2800,QIRYAT SHEMONA
1101,3640,QARNE SHOMERON
1102,4006,QESHET
1103,543,RAME
1104,1334,
1105,990,RAS ALI
1106,2640,ROSH HAAYIN
1107,26,ROSH PINNA
1108,3602,ROSH ZURIM
1109,8300,RISHON LEZIYYON
1110,3795,REVAVA
1111,564,REVADIM
1112,354,REVIVIM
1113,1225,RAVID
1114,390,REGBA
1115,444,REGAVIM
1116,1161,RAHAT
1117,2051,REWAHA
1118,2016,REWAYA
1119,1341,
1120,362,RUHAMA
1121,539,RUMMANE
1122,997,RUMAT HEIB
1123,3619,RO'I
1124,3782,ROTEM
1125,854,REHOV
1126,8400,REHOVOT
1127,3822,
1128,540,REIHANIYYE
1129,3568,REHAN
1130,542,REINE
1131,3565,RIMMONIM
1132,616,RINNATYA
1133,922,REKHASIM
1134,1069,RAM-ON
1135,4702,RAMOT
1136,206,RAMOT HASHAVIM
1137,735,RAMOT ME'IR
1138,445,RAMOT MENASHE
1139,372,RAMOT NAFTALI
1140,8500,RAMLA
1141,8600,RAMAT GAN
1142,135,RAMAT DAWID
1143,184,RAMAT HAKOVESH
1144,335,RAMAT HASHOFET
1145,2650,RAMAT HASHARON
1146,178,RAMAT YOHANAN
1147,122,RAMAT YISHAY
1148,4701,RAMAT MAGSHIMIM
1149,339,RAMAT ZEVI
1150,460,RAMAT RAZI'EL
1151,127,RAMAT RAHEL
1152,789,RANNEN
1153,713,RE'IM
1154,8700,RA'ANANA
1155,1228,RAQEFET
1156,247,RISHPON
1157,437,RESHAFIM
1158,1260,RETAMIM
1159,324,SHE'AR YASHUV
1160,1377,
1161,282,SHAVE ZIYYON
1162,3571,SHAVE SHOMERON
1163,913,SHIBLI
1164,1286,SEGEV-SHALOM
1165,721,SEDE ILAN
1166,304,SEDE ELIYYAHU
1167,861,SEDE ELI'EZER
1168,885,SEDE BOQER
1169,36,SEDE DAWID
1170,284,SEDE WARBURG
1171,293,SEDE YO'AV
1172,142,SEDE YA'AQOV
1173,2008,SEDE YIZHAQ
1174,18,SEDE MOSHE
1175,259,SEDE NAHUM
1176,329,SEDE NEHEMYA
1177,1058,SEDE NIZZAN
1178,739,SEDE UZZIYYAHU
1179,2049,SEDE ZEVI
1180,327,SEDOT YAM
1181,27,SEDOT MIKHA
1182,1223,SEDE AVRAHAM
1183,2015,SEDE HEMED
1184,2057,SEDE TERUMOT
1185,555,SHEDEMA
1186,306,SHADMOT DEVORA
1187,3578,SHADMOT MEHOLA
1188,1031,SEDEROT
1189,741,SHO'EVA
1190,761,SHUVA
1191,394,SHOVAL
1192,1304,SHOHAM
1193,614,SHOMERA
1194,1265,SHOMERIYYA
1195,415,SHOQEDA
1196,456,SHORESH
1197,1235,SHORASHIM
1198,224,SHOSHANNAT HAAMAQIM
1199,527,SHEZOR
1200,7,SHAHAR
1201,1266,SHAHARUT
1202,865,SHIBBOLIM
1203,1267,NAHAL SHITTIM
1204,658,SHEIKH DANNUN
1205,3641,SHILO
1206,1165,SHILAT
1207,1160,SHEKHANYA
1208,873,SHALWA
1209,1373,SHALVA BAMIDBAR
1210,439,SHELUHOT
1211,812,SHELOMI
1212,1364,
1213,366,SHAMIR
1214,3784,SHIM'A
1215,432,SHAMERAT
1216,1337,
1217,1287,SHANI
1218,1132,SENIR
1219,538,SHA'AB
1220,1299,SE'ORIM
1221,4009,SHA'AL
1222,856,SHA'ALVIM
1223,661,SHA'AR EFRAYIM
1224,264,SHA'AR HAGOLAN
1225,237,SHA'AR HAAMAQIM
1226,921,SHA'AR MENASHE
1227,3720,SHA'ARE TIQWA
1228,232,SHEFAYIM
1229,692,SHAFIR
1230,846,SHEFER
1231,8800,SHEFAR'AM
1232,3649,SHAQED
1233,1233,SHEQEF
1234,292,SHARONA
1235,1114,LI-ON
1236,126,SARID
1237,398,SHARSHERET
1238,1045,SHETULA
1239,763,SHETULIM
1240,2062,TE'ASHUR
1241,2061,TIDHAR
1242,1172,TUVAL
1243,3558,TOMER
1244,1083,TUSHIYYA
1245,163,TIMMORIM
1246,10,TIROSH
1247,5000,TEL AVIV - YAFO
1248,84,TEL YOSEF
1249,287,TEL YIZHAQ
1250,154,TEL MOND
1251,103,TEL ADASHIM
1252,719,TEL QAZIR
1253,1054,TEL SHEVA
1254,1283,TEL TE'OMIM
1255,3719,TELEM
1256,1051,TALME ELIYYAHU
1257,2003,TALME EL'AZAR
1258,2050,TALME BILU
1259,1237,TALME YOSEF
1260,727,TALME YEHI'EL
1261,744,TALME YAFE
1262,814,TELAMIM
1263,1244,TIMRAT
1264,2002,TENUVOT
1265,752,TA'OZ
1266,709,TIFRAH
1267,665,TEQUMA
1268,3563,TEQOA
1269,970,TARABIN AS-SANI
1270,1346,
1271,778,TARUM
